,pitch_name
6829,Split-Finger
6830,4-Seam Fastball
6831,Curveball
6832,4-Seam Fastball
6833,Split-Finger
6834,Split-Finger
6835,Cutter
6836,Cutter
6837,Split-Finger
6838,4-Seam Fastball
6839,4-Seam Fastball
6840,4-Seam Fastball
6841,4-Seam Fastball
6842,Slider
6843,Curveball
6844,Split-Finger
6845,4-Seam Fastball
6846,Split-Finger
6847,4-Seam Fastball
6848,Cutter
6849,Curveball
6850,Curveball
6851,Slider
6852,Curveball
6853,4-Seam Fastball
6854,Slider
6855,Slider
6856,4-Seam Fastball
6857,4-Seam Fastball
6858,Slider
6859,Cutter
6860,Cutter
6861,4-Seam Fastball
6862,Curveball
6863,4-Seam Fastball
6864,Slider
6865,4-Seam Fastball
6866,Curveball
6867,4-Seam Fastball
6868,Split-Finger
6869,Curveball
6870,Curveball
6871,4-Seam Fastball
6872,Cutter
6873,Split-Finger
6874,Cutter
6875,Curveball
6876,4-Seam Fastball
6877,Cutter
6878,4-Seam Fastball
6879,Cutter
6880,Cutter
6881,Curveball
6882,Curveball
6883,4-Seam Fastball
6884,Curveball
6885,4-Seam Fastball
6886,Slider
6887,4-Seam Fastball
6888,Cutter
6889,4-Seam Fastball
6890,4-Seam Fastball
6891,Slider
6892,Slider
6893,Curveball
6894,4-Seam Fastball
6895,4-Seam Fastball
6896,Slider
6897,Cutter
6898,Split-Finger
6899,Slider
6900,4-Seam Fastball
6901,Slider
6902,Cutter
6903,4-Seam Fastball
6904,Split-Finger
6905,Cutter
6906,4-Seam Fastball
6907,Cutter
6908,Split-Finger
6909,Split-Finger
6910,4-Seam Fastball
6911,Slider
6912,Slider
6913,4-Seam Fastball
6914,Curveball
6915,Curveball
6916,Cutter
6917,Curveball
6918,4-Seam Fastball
6919,Slider
6920,4-Seam Fastball
6921,Split-Finger
6922,4-Seam Fastball
6923,4-Seam Fastball
6924,4-Seam Fastball
6925,Split-Finger
6926,Curveball
6927,Curveball
6928,Slider
6929,4-Seam Fastball
6930,Curveball
6931,Curveball
6932,Curveball
6933,Split-Finger
6934,4-Seam Fastball
6935,Curveball
6936,Split-Finger
6937,4-Seam Fastball
6938,Slider
6939,Slider
6940,Cutter
6941,Curveball
6942,4-Seam Fastball
6943,Cutter
6944,Split-Finger
6945,Curveball
6946,Split-Finger
6947,4-Seam Fastball
6948,Curveball
6949,Curveball
6950,4-Seam Fastball
6951,4-Seam Fastball
6952,4-Seam Fastball
6953,Curveball
6954,Cutter
6955,Curveball
6956,4-Seam Fastball
6957,4-Seam Fastball
6958,Slider
6959,Slider
6960,4-Seam Fastball
6961,4-Seam Fastball
6962,4-Seam Fastball
6963,Curveball
6964,4-Seam Fastball
6965,4-Seam Fastball
6966,Curveball
6967,Split-Finger
6968,4-Seam Fastball
6969,Cutter
6970,4-Seam Fastball
6971,4-Seam Fastball
6972,4-Seam Fastball
6973,Curveball
6974,Split-Finger
6975,4-Seam Fastball
6976,Curveball
6977,Curveball
6978,4-Seam Fastball
6979,Slider
6980,Cutter
6981,4-Seam Fastball
6982,Cutter
6983,4-Seam Fastball
6984,4-Seam Fastball
6985,4-Seam Fastball
6986,4-Seam Fastball
6987,4-Seam Fastball
6988,Slider
6989,Curveball
6990,Split-Finger
6991,4-Seam Fastball
6992,4-Seam Fastball
6993,4-Seam Fastball
6994,Curveball
6995,Cutter
6996,Cutter
6997,4-Seam Fastball
6998,4-Seam Fastball
6999,Cutter
7000,Split-Finger
7001,Curveball
7002,4-Seam Fastball
7003,Curveball
7004,Curveball
7005,4-Seam Fastball
7006,Split-Finger
7007,4-Seam Fastball
7008,Slider
7009,4-Seam Fastball
7010,4-Seam Fastball
7011,Cutter
7012,Curveball
7013,Curveball
7014,4-Seam Fastball
7015,4-Seam Fastball
7016,4-Seam Fastball
7017,Cutter
7018,Cutter
7019,4-Seam Fastball
7020,Curveball
7021,4-Seam Fastball
7022,Cutter
7023,Split-Finger
7024,4-Seam Fastball
7025,Curveball
7026,Cutter
7027,4-Seam Fastball
7028,Curveball
7029,Cutter
7030,4-Seam Fastball
7031,4-Seam Fastball
7032,Slider
7033,4-Seam Fastball
7034,Curveball
7035,Cutter
7036,Curveball
7037,Curveball
7038,4-Seam Fastball
7039,Cutter
7040,4-Seam Fastball
7041,Cutter
7042,Slider
7043,Split-Finger
7044,4-Seam Fastball
7045,Curveball
7046,Cutter
7047,4-Seam Fastball
7048,Cutter
7049,Curveball
7050,Slider
7051,4-Seam Fastball
7052,Curveball
7053,4-Seam Fastball
7054,Curveball
7055,4-Seam Fastball
7056,Cutter
7057,Slider
7058,4-Seam Fastball
7059,4-Seam Fastball
7060,Curveball
7061,4-Seam Fastball
7062,Cutter
7063,4-Seam Fastball
7064,Curveball
7065,Curveball
7066,Cutter
7067,4-Seam Fastball
7068,4-Seam Fastball
7069,Cutter
7070,Slider
7071,4-Seam Fastball
7072,4-Seam Fastball
7073,Slider
7074,4-Seam Fastball
7075,Curveball
7076,4-Seam Fastball
7077,4-Seam Fastball
7078,4-Seam Fastball
7079,Slider
7080,Cutter
7081,Slider
7082,Split-Finger
7083,4-Seam Fastball
7084,Slider
7085,4-Seam Fastball
7086,Curveball
7087,Split-Finger
7088,4-Seam Fastball
7089,Curveball
7090,Cutter
7091,Slider
7092,Curveball
7093,Curveball
7094,4-Seam Fastball
7095,Cutter
7096,4-Seam Fastball
7097,Curveball
7098,Slider
7099,Slider
7100,Curveball
7101,Curveball
7102,4-Seam Fastball
7103,Split-Finger
7104,Curveball
7105,Curveball
7106,4-Seam Fastball
7107,4-Seam Fastball
7108,Curveball
7109,Slider
7110,4-Seam Fastball
7111,4-Seam Fastball
7112,Slider
7113,Slider
7114,4-Seam Fastball
7115,4-Seam Fastball
7116,Curveball
7117,Split-Finger
7118,4-Seam Fastball
7119,Split-Finger
7120,Slider
7121,Slider
7122,Curveball
7123,4-Seam Fastball
7124,Cutter
7125,Split-Finger
7126,Curveball
7127,4-Seam Fastball
7128,4-Seam Fastball
7129,Curveball
7130,Slider
7131,Cutter
7132,4-Seam Fastball
7133,4-Seam Fastball
7134,Slider
7135,Slider
7136,Cutter
7137,Curveball
7138,4-Seam Fastball
7139,Slider
7140,4-Seam Fastball
7141,Split-Finger
7142,Cutter
7143,4-Seam Fastball
7144,Slider
7145,4-Seam Fastball
7146,Curveball
7147,4-Seam Fastball
7148,Curveball
7149,4-Seam Fastball
7150,4-Seam Fastball
7151,4-Seam Fastball
7152,Slider
7153,Split-Finger
7154,4-Seam Fastball
7155,Curveball
7156,Curveball
7157,Cutter
7158,4-Seam Fastball
7159,4-Seam Fastball
7160,Split-Finger
7161,4-Seam Fastball
7162,Curveball
7163,Cutter
7164,Cutter
7165,Slider
7166,Slider
7167,Split-Finger
7168,Split-Finger
7169,Split-Finger
7170,4-Seam Fastball
7171,Split-Finger
7172,4-Seam Fastball
7173,Curveball
7174,4-Seam Fastball
7175,4-Seam Fastball
7176,4-Seam Fastball
7177,Split-Finger
7178,Split-Finger
7179,Slider
7180,4-Seam Fastball
7181,Cutter
7182,4-Seam Fastball
7183,4-Seam Fastball
7184,Curveball
7185,Curveball
7186,4-Seam Fastball
7187,Split-Finger
7188,4-Seam Fastball
7189,4-Seam Fastball
7190,Slider
7191,4-Seam Fastball
7192,Slider
7193,Slider
7194,Curveball
7195,4-Seam Fastball
7196,4-Seam Fastball
7197,Split-Finger
7198,4-Seam Fastball
7199,4-Seam Fastball
7200,4-Seam Fastball
7201,4-Seam Fastball
7202,4-Seam Fastball
7203,4-Seam Fastball
7204,Slider
7205,Curveball
7206,4-Seam Fastball
7207,Curveball
7208,4-Seam Fastball
7209,4-Seam Fastball
7210,4-Seam Fastball
7211,Curveball
7212,4-Seam Fastball
7213,4-Seam Fastball
7214,Split-Finger
7215,4-Seam Fastball
7216,4-Seam Fastball
7217,4-Seam Fastball
7218,Slider
7219,4-Seam Fastball
7220,4-Seam Fastball
7221,4-Seam Fastball
7222,4-Seam Fastball
7223,Slider
7224,4-Seam Fastball
7225,Slider
7226,Cutter
7227,Cutter
7228,Split-Finger
7229,Cutter
7230,Curveball
7231,Curveball
7232,4-Seam Fastball
7233,4-Seam Fastball
7234,4-Seam Fastball
7235,4-Seam Fastball
7236,4-Seam Fastball
7237,4-Seam Fastball
7238,Cutter
7239,Curveball
7240,Curveball
7241,Slider
7242,4-Seam Fastball
7243,4-Seam Fastball
7244,4-Seam Fastball
7245,4-Seam Fastball
7246,Curveball
7247,Curveball
7248,4-Seam Fastball
7249,4-Seam Fastball
7250,Split-Finger
7251,4-Seam Fastball
7252,4-Seam Fastball
7253,Curveball
7254,Cutter
7255,4-Seam Fastball
7256,4-Seam Fastball
7257,Split-Finger
7258,Slider
7259,Curveball
7260,Split-Finger
7261,4-Seam Fastball
7262,Curveball
7263,Curveball
7264,4-Seam Fastball
7265,Split-Finger
7266,Split-Finger
7267,Cutter
7268,Curveball
7269,Split-Finger
7270,Curveball
7271,4-Seam Fastball
7272,Cutter
7273,Curveball
7274,4-Seam Fastball
7275,4-Seam Fastball
7276,Curveball
7277,4-Seam Fastball
7278,Cutter
7279,Split-Finger
7280,4-Seam Fastball
7281,4-Seam Fastball
7282,Slider
7283,Cutter
7284,Curveball
7285,Cutter
7286,Curveball
7287,Cutter
7288,4-Seam Fastball
7289,Split-Finger
7290,Slider
7291,Curveball
7292,Cutter
7293,Split-Finger
7294,4-Seam Fastball
7295,Slider
7296,4-Seam Fastball
7297,Split-Finger
7298,4-Seam Fastball
7299,Split-Finger
7300,Cutter
7301,Cutter
7302,Cutter
7303,4-Seam Fastball
7304,Slider
7305,Cutter
7306,4-Seam Fastball
7307,4-Seam Fastball
7308,4-Seam Fastball
7309,Split-Finger
7310,Cutter
7311,Cutter
7312,Cutter
7313,4-Seam Fastball
7314,Split-Finger
7315,4-Seam Fastball
7316,Cutter
7317,Curveball
7318,Split-Finger
7319,4-Seam Fastball
7320,Curveball
7321,Cutter
7322,4-Seam Fastball
7323,Cutter
7324,Cutter
7325,4-Seam Fastball
7326,Slider
7327,Cutter
7328,Split-Finger
7329,Cutter
7330,4-Seam Fastball
7331,4-Seam Fastball
7332,Cutter
7333,Curveball
7334,4-Seam Fastball
7335,4-Seam Fastball
7336,Cutter
7337,Curveball
7338,4-Seam Fastball
7339,4-Seam Fastball
7340,4-Seam Fastball
7341,Split-Finger
7342,Curveball
7343,4-Seam Fastball
7344,Cutter
7345,4-Seam Fastball
7346,4-Seam Fastball
7347,Slider
7348,Split-Finger
7349,Slider
7350,4-Seam Fastball
7351,Slider
7352,Slider
7353,Cutter
7354,Slider
7355,4-Seam Fastball
7356,4-Seam Fastball
7357,Cutter
7358,Cutter
7359,4-Seam Fastball
7360,Cutter
7361,Curveball
7362,4-Seam Fastball
7363,Cutter
7364,Slider
7365,Cutter
7366,4-Seam Fastball
7367,4-Seam Fastball
7368,Split-Finger
7369,4-Seam Fastball
7370,Curveball
7371,Curveball
7372,Cutter
7373,Split-Finger
7374,4-Seam Fastball
7375,Cutter
7376,Curveball
7377,4-Seam Fastball
7378,4-Seam Fastball
7379,Cutter
7380,Cutter
7381,4-Seam Fastball
7382,Curveball
7383,4-Seam Fastball
7384,Split-Finger
7385,Cutter
7386,4-Seam Fastball
7387,4-Seam Fastball
7388,Split-Finger
7389,Cutter
7390,Cutter
7391,Curveball
7392,4-Seam Fastball
7393,4-Seam Fastball
7394,4-Seam Fastball
7395,Slider
7396,4-Seam Fastball
7397,Cutter
7398,Curveball
7399,Curveball
7400,Slider
7401,4-Seam Fastball
7402,4-Seam Fastball
7403,Slider
7404,4-Seam Fastball
7405,Split-Finger
7406,Slider
7407,Curveball
7408,4-Seam Fastball
7409,Curveball
7410,Cutter
7411,4-Seam Fastball
7412,Cutter
7413,Cutter
7414,4-Seam Fastball
7415,4-Seam Fastball
7416,4-Seam Fastball
7417,Split-Finger
7418,Curveball
7419,Split-Finger
7420,Slider
7421,Curveball
7422,4-Seam Fastball
7423,Cutter
7424,Split-Finger
7425,Curveball
7426,4-Seam Fastball
7427,Split-Finger
7428,4-Seam Fastball
7429,Curveball
7430,Split-Finger
7431,4-Seam Fastball
7432,Split-Finger
7433,4-Seam Fastball
7434,Cutter
7435,Curveball
7436,Curveball
7437,Split-Finger
7438,Cutter
7439,Slider
7440,Cutter
7441,Slider
7442,4-Seam Fastball
7443,Split-Finger
7444,4-Seam Fastball
7445,Curveball
7446,4-Seam Fastball
7447,Cutter
7448,Cutter
7449,Curveball
7450,Curveball
7451,4-Seam Fastball
7452,Curveball
7453,Split-Finger
7454,4-Seam Fastball
7455,4-Seam Fastball
7456,4-Seam Fastball
7457,Split-Finger
7458,4-Seam Fastball
7459,Cutter
7460,Curveball
7461,Cutter
7462,4-Seam Fastball
7463,4-Seam Fastball
7464,Split-Finger
7465,4-Seam Fastball
7466,Cutter
7467,Curveball
7468,Split-Finger
7469,Curveball
7470,Curveball
7471,Cutter
7472,Cutter
7473,4-Seam Fastball
7474,4-Seam Fastball
7475,4-Seam Fastball
7476,Cutter
7477,4-Seam Fastball
7478,4-Seam Fastball
7479,4-Seam Fastball
7480,Curveball
7481,4-Seam Fastball
7482,Split-Finger
7483,Curveball
7484,Cutter
7485,Cutter
7486,Curveball
7487,Cutter
7488,4-Seam Fastball
7489,Cutter
7490,Cutter
7491,Split-Finger
7492,4-Seam Fastball
7493,Cutter
7494,4-Seam Fastball
7495,Curveball
7496,Curveball
7497,Curveball
7498,4-Seam Fastball
7499,Cutter
7500,Curveball
7501,4-Seam Fastball
7502,Curveball
7503,Cutter
7504,4-Seam Fastball
7505,Cutter
7506,4-Seam Fastball
7507,Cutter
7508,4-Seam Fastball
7509,Curveball
7510,Split-Finger
7511,4-Seam Fastball
7512,Cutter
7513,4-Seam Fastball
7514,Split-Finger
7515,4-Seam Fastball
7516,Cutter
7517,Curveball
7518,Cutter
7519,4-Seam Fastball
7520,Cutter
7521,Cutter
7522,Cutter
7523,Cutter
7524,4-Seam Fastball
7525,4-Seam Fastball
7526,4-Seam Fastball
7527,4-Seam Fastball
7528,4-Seam Fastball
7529,Curveball
7530,4-Seam Fastball
7531,Curveball
7532,Cutter
7533,Cutter
7534,Curveball
7535,Curveball
7536,Split-Finger
7537,Split-Finger
7538,Split-Finger
7539,4-Seam Fastball
7540,Curveball
7541,4-Seam Fastball
7542,Cutter
7543,Cutter
7544,4-Seam Fastball
7545,Cutter
7546,Cutter
7547,4-Seam Fastball
7548,Split-Finger
7549,Curveball
7550,Cutter
7551,4-Seam Fastball
7552,4-Seam Fastball
7553,4-Seam Fastball
7554,Split-Finger
7555,Curveball
7556,4-Seam Fastball
7557,Cutter
7558,Curveball
7559,Curveball
7560,Cutter
7561,Cutter
7562,4-Seam Fastball
7563,Cutter
7564,Cutter
7565,Curveball
7566,Cutter
7567,Cutter
7568,Cutter
7569,Cutter
7570,Cutter
7571,Split-Finger
7572,Cutter
7573,Cutter
7574,Curveball
7575,Cutter
7576,Cutter
7577,Curveball
7578,Curveball
7579,Split-Finger
7580,4-Seam Fastball
7581,Cutter
7582,Cutter
7583,Cutter
7584,4-Seam Fastball
7585,4-Seam Fastball
7586,4-Seam Fastball
7587,Cutter
7588,Curveball
7589,Split-Finger
7590,Curveball
7591,Cutter
7592,4-Seam Fastball
7593,Cutter
7594,Cutter
7595,4-Seam Fastball
7596,4-Seam Fastball
7597,Cutter
7598,Cutter
7599,Split-Finger
7600,Curveball
7601,Split-Finger
7602,Cutter
7603,Curveball
7604,Cutter
7605,Curveball
7606,Split-Finger
7607,Curveball
7608,Split-Finger
7609,Split-Finger
7610,Cutter
7611,Curveball
7612,Curveball
7613,Cutter
7614,Cutter
7615,Curveball
7616,4-Seam Fastball
7617,Cutter
7618,Cutter
7619,Split-Finger
7620,Curveball
7621,Curveball
7622,Cutter
7623,Cutter
7624,Cutter
7625,Cutter
7626,Curveball
7627,Cutter
7628,Cutter
7629,Cutter
7630,Curveball
7631,4-Seam Fastball
7632,4-Seam Fastball
7633,4-Seam Fastball
7634,Cutter
7635,4-Seam Fastball
7636,Cutter
7637,Curveball
7638,4-Seam Fastball
7639,4-Seam Fastball
7640,4-Seam Fastball
7641,4-Seam Fastball
7642,4-Seam Fastball
7643,Curveball
7644,4-Seam Fastball
7645,4-Seam Fastball
7646,4-Seam Fastball
7647,Split-Finger
7648,Curveball
7649,Cutter
7650,Curveball
7651,Curveball
7652,4-Seam Fastball
7653,Split-Finger
7654,4-Seam Fastball
7655,Cutter
7656,Split-Finger
7657,4-Seam Fastball
7658,4-Seam Fastball
7659,Curveball
7660,Cutter
7661,Split-Finger
7662,Curveball
7663,Curveball
7664,4-Seam Fastball
7665,4-Seam Fastball
7666,Split-Finger
7667,Curveball
7668,4-Seam Fastball
7669,Curveball
7670,Curveball
7671,4-Seam Fastball
7672,4-Seam Fastball
7673,4-Seam Fastball
7674,Cutter
7675,Cutter
7676,4-Seam Fastball
7677,Cutter
7678,Split-Finger
7679,4-Seam Fastball
7680,Cutter
7681,Curveball
7682,4-Seam Fastball
7683,Cutter
7684,Cutter
7685,4-Seam Fastball
7686,Cutter
7687,Cutter
7688,4-Seam Fastball
7689,Split-Finger
7690,Cutter
7691,Curveball
7692,Cutter
7693,4-Seam Fastball
7694,4-Seam Fastball
7695,Cutter
7696,4-Seam Fastball
7697,4-Seam Fastball
7698,4-Seam Fastball
7699,Cutter
7700,Split-Finger
7701,Cutter
7702,4-Seam Fastball
7703,Curveball
7704,Curveball
7705,4-Seam Fastball
7706,Split-Finger
7707,Cutter
7708,Curveball
7709,Curveball
7710,Curveball
7711,Cutter
7712,4-Seam Fastball
7713,4-Seam Fastball
7714,4-Seam Fastball
7715,Cutter
7716,Curveball
7717,4-Seam Fastball
7718,Split-Finger
7719,4-Seam Fastball
7720,Curveball
7721,4-Seam Fastball
7722,Curveball
7723,Cutter
7724,Cutter
7725,Split-Finger
7726,Split-Finger
7727,Curveball
7728,4-Seam Fastball
7729,4-Seam Fastball
7730,4-Seam Fastball
7731,4-Seam Fastball
7732,Curveball
7733,4-Seam Fastball
7734,Cutter
7735,Split-Finger
7736,4-Seam Fastball
7737,Split-Finger
7738,Curveball
7739,Cutter
7740,Cutter
7741,4-Seam Fastball
7742,4-Seam Fastball
7743,Cutter
7744,4-Seam Fastball
7745,4-Seam Fastball
7746,Split-Finger
7747,Cutter
7748,4-Seam Fastball
7749,Split-Finger
7750,4-Seam Fastball
7751,4-Seam Fastball
7752,4-Seam Fastball
7753,Cutter
7754,4-Seam Fastball
7755,Split-Finger
7756,4-Seam Fastball
7757,4-Seam Fastball
7758,Cutter
7759,4-Seam Fastball
7760,4-Seam Fastball
7761,4-Seam Fastball
7762,4-Seam Fastball
7763,Curveball
7764,4-Seam Fastball
7765,Cutter
7766,4-Seam Fastball
7767,4-Seam Fastball
7768,4-Seam Fastball
7769,4-Seam Fastball
7770,Cutter
7771,Split-Finger
7772,Curveball
7773,4-Seam Fastball
7774,4-Seam Fastball
7775,4-Seam Fastball
7776,4-Seam Fastball
7777,4-Seam Fastball
7778,4-Seam Fastball
7779,Curveball
7780,Cutter
7781,Split-Finger
7782,Split-Finger
7783,4-Seam Fastball
7784,4-Seam Fastball
7785,4-Seam Fastball
7786,Curveball
7787,4-Seam Fastball
7788,4-Seam Fastball
7789,Curveball
7790,Cutter
7791,Cutter
7792,Split-Finger
7793,4-Seam Fastball
7794,4-Seam Fastball
7795,Cutter
7796,Curveball
7797,4-Seam Fastball
7798,4-Seam Fastball
7799,4-Seam Fastball
7800,4-Seam Fastball
7801,Curveball
7802,Curveball
7803,Cutter
7804,4-Seam Fastball
7805,Cutter
7806,Cutter
7807,4-Seam Fastball
7808,Curveball
7809,4-Seam Fastball
7810,Curveball
7811,Curveball
7812,4-Seam Fastball
7813,4-Seam Fastball
7814,4-Seam Fastball
7815,Split-Finger
7816,Cutter
7817,4-Seam Fastball
7818,4-Seam Fastball
7819,4-Seam Fastball
7820,4-Seam Fastball
7821,Cutter
7822,Curveball
7823,4-Seam Fastball
7824,4-Seam Fastball
7825,Cutter
7826,Cutter
7827,Curveball
7828,Cutter
7829,4-Seam Fastball
7830,Curveball
7831,4-Seam Fastball
7832,4-Seam Fastball
7833,Split-Finger
7834,Cutter
7835,Curveball
7836,Cutter
7837,Split-Finger
7838,Curveball
7839,Cutter
7840,Cutter
7841,4-Seam Fastball
7842,4-Seam Fastball
7843,4-Seam Fastball
7844,Split-Finger
7845,Cutter
7846,Cutter
7847,4-Seam Fastball
7848,Split-Finger
7849,Cutter
7850,4-Seam Fastball
7851,Cutter
7852,4-Seam Fastball
7853,Cutter
7854,4-Seam Fastball
7855,Cutter
7856,Cutter
7857,Curveball
7858,Cutter
7859,Curveball
7860,4-Seam Fastball
7861,Split-Finger
7862,4-Seam Fastball
7863,4-Seam Fastball
7864,Cutter
7865,Cutter
7866,4-Seam Fastball
7867,Cutter
7868,Cutter
7869,Curveball
7870,4-Seam Fastball
7871,Split-Finger
7872,4-Seam Fastball
7873,Cutter
7874,Cutter
7875,4-Seam Fastball
7876,Curveball
7877,Split-Finger
7878,Cutter
7879,Cutter
7880,4-Seam Fastball
7881,Cutter
7882,4-Seam Fastball
7883,Split-Finger
7884,Cutter
7885,4-Seam Fastball
7886,Split-Finger
7887,4-Seam Fastball
7888,Curveball
7889,4-Seam Fastball
7890,4-Seam Fastball
7891,4-Seam Fastball
7892,Split-Finger
7893,Split-Finger
7894,4-Seam Fastball
7895,4-Seam Fastball
7896,4-Seam Fastball
7897,4-Seam Fastball
7898,Cutter
7899,Cutter
7900,Cutter
7901,4-Seam Fastball
7902,Split-Finger
7903,Split-Finger
7904,Cutter
7905,Cutter
7906,4-Seam Fastball
7907,4-Seam Fastball
7908,Cutter
7909,4-Seam Fastball
7910,Cutter
7911,Cutter
7912,Split-Finger
7913,4-Seam Fastball
7914,Curveball
7915,4-Seam Fastball
7916,Cutter
7917,4-Seam Fastball
7918,Split-Finger
7919,Split-Finger
7920,Cutter
7921,4-Seam Fastball
7922,Cutter
7923,4-Seam Fastball
7924,Split-Finger
7925,Split-Finger
7926,Curveball
7927,4-Seam Fastball
7928,4-Seam Fastball
7929,Cutter
7930,4-Seam Fastball
7931,Split-Finger
7932,4-Seam Fastball
7933,Curveball
7934,4-Seam Fastball
7935,Split-Finger
7936,Cutter
7937,4-Seam Fastball
7938,Cutter
7939,Curveball
7940,Cutter
7941,Cutter
7942,Split-Finger
7943,4-Seam Fastball
7944,Split-Finger
7945,Curveball
7946,4-Seam Fastball
7947,4-Seam Fastball
7948,Split-Finger
7949,Split-Finger
7950,Cutter
7951,Cutter
7952,Cutter
7953,Cutter
7954,4-Seam Fastball
7955,4-Seam Fastball
7956,4-Seam Fastball
7957,Cutter
7958,Split-Finger
7959,Split-Finger
7960,Split-Finger
7961,4-Seam Fastball
7962,Cutter
7963,4-Seam Fastball
7964,Cutter
7965,Split-Finger
7966,4-Seam Fastball
7967,Cutter
7968,Cutter
7969,4-Seam Fastball
7970,Cutter
7971,Cutter
7972,Split-Finger
7973,4-Seam Fastball
7974,Split-Finger
7975,Cutter
7976,Cutter
7977,4-Seam Fastball
7978,Cutter
7979,Split-Finger
7980,Curveball
7981,Cutter
7982,Cutter
7983,4-Seam Fastball
7984,4-Seam Fastball
7985,4-Seam Fastball
7986,4-Seam Fastball
7987,4-Seam Fastball
7988,Cutter
7989,4-Seam Fastball
7990,4-Seam Fastball
7991,4-Seam Fastball
7992,4-Seam Fastball
7993,Cutter
7994,4-Seam Fastball
7995,Cutter
7996,4-Seam Fastball
7997,Cutter
7998,Split-Finger
7999,Split-Finger
8000,4-Seam Fastball
8001,4-Seam Fastball
8002,Split-Finger
8003,Slider
8004,4-Seam Fastball
8005,4-Seam Fastball
8006,Slider
8007,4-Seam Fastball
8008,4-Seam Fastball
8009,4-Seam Fastball
8010,4-Seam Fastball
8011,Split-Finger
8012,4-Seam Fastball
8013,Curveball
8014,4-Seam Fastball
8015,4-Seam Fastball
8016,4-Seam Fastball
8017,Curveball
8018,Cutter
8019,Split-Finger
8020,4-Seam Fastball
8021,Cutter
8022,4-Seam Fastball
8023,Cutter
8024,Curveball
8025,Curveball
8026,4-Seam Fastball
8027,4-Seam Fastball
8028,Slider
8029,4-Seam Fastball
8030,4-Seam Fastball
8031,Curveball
8032,4-Seam Fastball
8033,Slider
8034,Curveball
8035,4-Seam Fastball
8036,Curveball
8037,Curveball
8038,Cutter
8039,Split-Finger
8040,Cutter
8041,Curveball
8042,4-Seam Fastball
8043,Slider
8044,Curveball
8045,Cutter
8046,Slider
8047,4-Seam Fastball
8048,Cutter
8049,4-Seam Fastball
8050,Curveball
8051,Cutter
8052,Curveball
8053,Curveball
8054,Curveball
8055,Cutter
8056,Split-Finger
8057,4-Seam Fastball
8058,Curveball
8059,Curveball
8060,Cutter
8061,4-Seam Fastball
8062,Curveball
8063,Split-Finger
8064,Cutter
8065,4-Seam Fastball
8066,4-Seam Fastball
8067,4-Seam Fastball
8068,Curveball
8069,Split-Finger
8070,Cutter
8071,4-Seam Fastball
8072,4-Seam Fastball
8073,Cutter
8074,4-Seam Fastball
8075,Slider
8076,Curveball
8077,4-Seam Fastball
8078,Slider
8079,4-Seam Fastball
8080,4-Seam Fastball
8081,4-Seam Fastball
8082,4-Seam Fastball
8083,Curveball
8084,Cutter
8085,4-Seam Fastball
8086,Split-Finger
8087,Curveball
8088,Curveball
8089,4-Seam Fastball
8090,Curveball
8091,Cutter
8092,Curveball
8093,Curveball
8094,Curveball
8095,Curveball
8096,Curveball
8097,4-Seam Fastball
8098,Split-Finger
8099,4-Seam Fastball
8100,Split-Finger
8101,4-Seam Fastball
8102,4-Seam Fastball
8103,Curveball
8104,Cutter
8105,Cutter
8106,Curveball
8107,Split-Finger
8108,Curveball
8109,Curveball
8110,Curveball
8111,4-Seam Fastball
8112,4-Seam Fastball
8113,Cutter
8114,Curveball
8115,Split-Finger
8116,Split-Finger
8117,Split-Finger
8118,Cutter
8119,Curveball
8120,Cutter
8121,Curveball
8122,4-Seam Fastball
8123,Cutter
8124,Curveball
8125,Curveball
8126,Curveball
8127,Cutter
8128,4-Seam Fastball
8129,4-Seam Fastball
8130,Cutter
8131,4-Seam Fastball
8132,Cutter
8133,Split-Finger
8134,4-Seam Fastball
8135,Curveball
8136,4-Seam Fastball
8137,Cutter
8138,4-Seam Fastball
8139,4-Seam Fastball
8140,4-Seam Fastball
8141,Split-Finger
8142,Cutter
8143,4-Seam Fastball
8144,Curveball
8145,4-Seam Fastball
8146,4-Seam Fastball
8147,Cutter
8148,4-Seam Fastball
8149,Cutter
8150,4-Seam Fastball
8151,Cutter
8152,4-Seam Fastball
8153,4-Seam Fastball
8154,Curveball
8155,Cutter
8156,4-Seam Fastball
8157,4-Seam Fastball
8158,4-Seam Fastball
8159,4-Seam Fastball
8160,Cutter
8161,Curveball
8162,Curveball
8163,4-Seam Fastball
8164,Cutter
8165,Curveball
8166,4-Seam Fastball
8167,Curveball
8168,Curveball
8169,4-Seam Fastball
8170,Split-Finger
8171,Cutter
8172,Cutter
8173,4-Seam Fastball
8174,Cutter
8175,4-Seam Fastball
8176,Cutter
8177,4-Seam Fastball
8178,4-Seam Fastball
8179,Curveball
8180,4-Seam Fastball
8181,4-Seam Fastball
8182,4-Seam Fastball
8183,4-Seam Fastball
8184,4-Seam Fastball
8185,Curveball
8186,Curveball
8187,4-Seam Fastball
8188,4-Seam Fastball
8189,Curveball
8190,4-Seam Fastball
8191,4-Seam Fastball
8192,Cutter
8193,4-Seam Fastball
8194,Curveball
8195,Curveball
8196,4-Seam Fastball
8197,4-Seam Fastball
8198,Curveball
8199,4-Seam Fastball
8200,Curveball
8201,4-Seam Fastball
8202,4-Seam Fastball
8203,4-Seam Fastball
8204,Cutter
8205,Curveball
